Team;Year;Category;Picture Front;Picture Back (if different);Difference to previous;Kevin;Special Edition ?;URL Front;URL Back
Roxsolt;2022;;;;x;-;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-roxsolt.jpeg;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-roxsoltmusette-2022-roxsolt-rapha-trasera.jpeg
Tavfer Mortagua;2022;;;;White frame;-;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-tavfer-mortagua-matinabos-volta.jpeg;
Tavfer Mortagua;2022;;;;x;-;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-tavfer-mortagua-matinados.jpeg;
Atum General/Tavira;2022;;;;Smaller logos and blue straps;-;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-tavira-atum-general.jpeg;
TC CHROBY SCOTT GLOGOW;2022;;;;;-;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-tc-chroby-scott-glogow.jpeg;
Tirol Cycling Team;2022;UCI Europa Tour Continental;;;x;x;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-tirol-ktm.jpeg;
W52/FC Porto;2022;UCI Europa Tour Continental;;;x;-;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-w52-porto.jpeg;
WB Morbihan;2022;;;;x;-;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-wb-fybolia-morbihan.jpeg;
Work Group Service;2022;;;;x;-;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-work-group-service-saby-negro.jpeg;
YOWAMUSHI PEDAL;2022;;;;;-;;https://lakarra.net/wp-content/uploads/2023/01/musette-2022-yowamushi-pedal.jpeg;
Team Jumbo-Visma Devo;2022;;;;Valkenburg bottom right;x;;https://lakarra.net/wp-content/uploads/2023/02/musette-2022-jumbo-valkenburg-parkhotel.jpeg;
Swiss;2022;Nation;Same as previous year;;x;-;;https://www.facebook.com/photo/?fbid=3104581916497081&set=a.3077362349219038;
Norway;2022;Nation;Same as previous year;;x;-;;https://www.facebook.com/photo/?fbid=3140466592908613&set=a.3077362349219038;
Ineos-Grenadiers;2022;UCI WorldTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/Ineos22.jpg;
Le Col Wahoo;2022;;;;x;-;;lecol_22;
Ljubjana Gusto;2022;;;;x;-;;ljubjana_22;
AR Monex;2022;;;;x;-;;monex_22;
Nantes Atlantiques;2022;;;;x;-;;nantes_22;
Pauwels;2022;;;;x;x;;pauwels_22;
Slovenia;2022;Nation;;;x;x;;slovenia_22;
FDJ Suez Futuroscope;2022;UCI Women's WorldTeam;;;Suez middle;-;;suez_22;
Tirol Cycling Team;2022;UCI Europa Tour Continental;;;x;x;;tirol_22;
Tudor Pro Cycling Team;2022;;;;x;x;;tudor_22;
Tufo Pardus;2022;;;;x;x;;tufo_22;
USA;2022;;;;x;-;;usa_22;
AG Insurance;2023;Women;;;x;-;;ag_23;
ATT Investments;2023;;;;x;x;;att_23;
Aviludo-Louletano;2023;;;;x;-;;avijudo_23;
Beat Cycling Club;2023;;;;x;x;;beat_23;
ABTF Betao - Feirense;2023;UCI Europa Tour Continental;;;x;-;;betao_23;
Biesse Carrera;2023;;;;x;-;;biesse_carrera_23;
Blagnac;2023;;;;Mioum middle;-;;blagnac_23;
Bolton Equities;2023;;;;x;-;;bolton_23;
Caja Rural-Seguros RGA;2023;UCI ProTeams;;;No ulevel;x;;caja_23;
Ceratizit WNT;2023;;;;x;x;;ceratizit_23;
Coloquick;2023;;;;x;x;;coloquick_23;
Team Colpack Ballan CSB;2023;;;;No rosti;x;;colpack_23;
Corratec;2023;UCI ProTeam;;;More colors around corratec;x;;corratec_23;
EF Nippo;2023;;;;x;x;;ef_nippo_23;
EF Tibco svb;2023;;;;x;-;;ef_tibco_23;
Elkov Kasper;2023;UCI Europa Tour Continental;;;Dark blue;-;;elkov_23;
Epronex;2023;;;;x;-;;epronex_23;
Epronex;2023;;;;2 lines of sponsors at bottom;x;;epronex_23_2;
Glassdrive;2023;;;;x;-;;glassdrive_23;
Glassdrive;2023;;;;x;-;;glassdrive_23_2;
Green Project Bardiani CSF;2023;;;;x;x;;green_project_23;
Hagens Berman;2023;;;;x;x;;hagens_berman_23;
Hoppla - Petroli Firenze - Don Camillo;2023;Club;;;x;x;;hoppla_24;
Hrinkow Advarics Cycleang;2023;;;;Hrinkow;x;;hrinkow_23;
Team Arkea-Samsic;2023;UCI WorldTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/Arkea23.jpg;
Bahrain-Victorious;2023;UCI WorldTeam;;;x;x;Tour;bahrain_23;
Bora-Hansgrohe;2023;UCI  WorldTeam;;;Mon Sports;x;;http://www.zonadeavituallamiento.es/images/Bora23(a).jpg;http://www.zonadeavituallamiento.es/images/Bora23(b).jpg
Burgos-BH;2023;UCI ProTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/Burgos23.jpg;
Caja Rural-Seguros RGA;2023;UCI ProTeams;;;x;x;;http://www.zonadeavituallamiento.es/images/Caja-Rural23.jpg;
Cofidis;2023;UCI WorldTeam;;;x;x;Giro;cofidis_giro_23;
Cofidis;2023;UCI WorldTeam;;;x;x;Tour;cofidis_tdf_23;
Cofidis;2023;UCI WorldTeam;;;Look - top left;x;;http://www.zonadeavituallamiento.es/images/Cofidis23.jpg;
Team DSM-Firmenich;2023;UCI WorldTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/DSM23(a).jpg;http://www.zonadeavituallamiento.es/images/DSM23(b).jpg
EF Education-Easypost;2023;UCI WorldTeam;;;x;-;;ef_23;
Castellon Electro Hiper;2023;UCI Continental Team;;;x;-;;http://www.zonadeavituallamiento.es/images/Electro23.jpg;
Eolo-Kometa Cycling Team;2023;UCI ProTeam;;;Visit Malta bottom middle;x;;http://www.zonadeavituallamiento.es/images/Eolo23.jpg;
FDJ-Suez;2023;UCI Women's WorldTeam;;;No nouvelle aquitaine logo in middle;-;;http://www.zonadeavituallamiento.es/images/FDJ-Suez23(a).jpg;http://www.zonadeavituallamiento.es/images/FDJ-Suez23(b).jpg
Groupama-FDJ;2023;UCI  WorldTeam;;;FDJ bigger - middle;x;;http://www.zonadeavituallamiento.es/images/Groupama-FDJ23.jpg;
Human Powered Health;2023;UCI ProTeam;;;No picture bottom right;x;;http://www.zonadeavituallamiento.es/images/Human(1)23(a).jpg;http://www.zonadeavituallamiento.es/images/Human(1)23(b).jpg
Human Powered Health;2023;UCI ProTeam;;;Gibson;-;;http://www.zonadeavituallamiento.es/images/Human(2)23(a).jpg;http://www.zonadeavituallamiento.es/images/Human(2)23(b).jpg
Israel-Premier Tech;2023;UCI ProTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/Israel23(a).jpg;http://www.zonadeavituallamiento.es/images/Israel23(b).jpg
Team Jayco Alula;2023;UCI WorldTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/Jayco23.jpg;
Team Jumbo-Visma;2023;UCI WorldTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/Jumbo23.jpg;
Movistar Team;2023;UCI WorldTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/Movistar23(a).jpg;http://www.zonadeavituallamiento.es/images/Movistar23(b).jpg
Q36.5 Pro Cycling Team;2023;UCI ProTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/Q36.523(a).jpg;http://www.zonadeavituallamiento.es/images/Q36.523(b).jpg
Soudal Quick-Step;2023;UCI WorldTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/Soudal-QuickStep23.jpg;
TotalEnergies;2023;UCI ProTeams;;;Region Pays de Loire bottom;x;;http://www.zonadeavituallamiento.es/images/Total23(a).jpg;http://www.zonadeavituallamiento.es/images/Total23(b).jpg
Tudor Pro Cycling Team;2023;UCI ProTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/Tudor23(a).jpg;http://www.zonadeavituallamiento.es/images/Tudor23(b).jpg
UAE Team Emirates;2023;UCI WorldTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/UAE23.jpg;
UAE Team ADQ;2023;UCI Women's WorldTeam;;;More orange;x;;http://www.zonadeavituallamiento.es/images/UAE-Femenino23(b).jpg;http://www.zonadeavituallamiento.es/images/UAE-Femenino23(a).jpg
Bahrain-Victorious;2023;UCI WorldTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/Bahraiin-Victorius23(a).jpg;http://www.zonadeavituallamiento.es/images/Bahraiin-Victorius23(b).jpg
Efapel;2023;UCI Europa Tour Continental;;;x;x;;efapel_23;
EF Education-Easypost;2023;UCI WorldTeam;;;x;x;;ef_23_neutral;
EF Education-Easypost;2023;UCI WorldTeam;;;x;x;Giro;ef_giro_23;
EF Education-Easypost;2023;UCI WorldTeam;;;x;x;;http://www.zonadeavituallamiento.es/images/EF(1)23(a).jpg;http://www.zonadeavituallamiento.es/images/EF(1)23(b).jpg
WB Morbihan;2023;;Same as previous year;;x;-;;https://www.facebook.com/photo/?fbid=3534684100153525&set=a.3368383393450264;
Human Powered Health;2023;UCI ProTeam;;;Banaszek;x;;human_banaszek_23;
Human Powered Health;2023;UCI ProTeam;;;Bassett;x;;human_bassett_23;
Human Powered Health;2023;UCI ProTeam;;;Buijsman;x;;human_buijsman_23;
Human Powered Health;2023;UCI ProTeam;;;Chretien;-;;human_chretien_23;
Human Powered Health;2023;UCI ProTeam;;;Coté;-;;human_cote_23;
Human Powered Health;2023;UCI ProTeam;;;De Vos;-;;human_devos_23;
Human Powered Health;2023;UCI ProTeam;;;Haga;x;;https://lakarra.net/bolsas-de-avituallamiento/musette-2023-human-powered-health-chod-hogo-3;
Human Powered Health;2023;UCI ProTeam;;;Joyce;-;;human_joyce_23;
Human Powered Health;2023;;;;Kröger;-;;human_kroger_23;
Human Powered Health;2023;;;;Malcotti;-;;human_malcotti_23;
Human Powered Health;2023;UCI ProTeam;;;Mcgill;-;;human_mcgill_23;
Human Powered Health;2023;UCI ProTeam;;;Perry;x;;human_perry_23;
Human Powered Health;2023;;;;Pikulik;-;;human_pikulik_23;
Human Powered Health;2023;UCI ProTeam;;;Schmid;x;;human_schmid_23;
Human Powered Health;2023;UCI ProTeam;;;Svestad-Bardseng;-;;human_svestad_bards_23;
Human Powered Health;2023;UCI ProTeam;;;Weemaes;x;;https://lakarra.net/bolsas-de-avituallamiento/musette-2023-human-powered-health-2;
Team IBT;2023;;;;;-;;ibt_23;
Ineos-Grenadiers;2023;UCI WorldTeam;;;Scratch instead button;x;;http://www.zonadeavituallamiento.es/images/Ineos23.jpg;
Ineos Grenadiers;2023;UCI WorldTeam;;;x;x;;ineos_23;
Italia;2023;Nation;;;x;x;;italia_23;
Japan;2023;Nation;;;x;-;;japan_23;
Kelly Simoldes Pecol;2023;;;;x;x;;kelly;
Ljubjana Gusto;2023;;;;x;x;;ljubjana_23;
Mazowse;2023;;;;Bialini;-;;mazowse_23;
AR Monex;2023;;;;Eva bottom right;-;;monex_23;
Mstina;2023;;;;;-;;mstina_23;
Team Novo Nordisk;2023;;;;x;x;;novo_23;
Portugal;2023;Nation;;;x;x;;portugal_23;
SupQ;2023;;;;;-;;supq_23;
Swiss;2023;Nation;;;x;x;;swiss_23;swiss_23_back
Tavfer Mortagua;2023;;;;x;x;;tavfer_23;
Tour de France femmes;2023;Race;;;;-;Tour;tdf_23;
Team Technipes;2023;;;;x;x;;technipes;
TDT - Unibet Cycling Team;2023;;;;x;x;;tietema_23;
Tirol Cycling Team;2023;UCI Europa Tour Continental;;;x;x;;tirol_23;
Trinity;2023;;;;x;-;;trinity_23;
Team Ukyo;2023;UCI Asia Tour Continental;;;x;x;;ukyo_23;
Wibatech Santic;2023;;;;x;x;;wibatech_23;
AG Insurance;2024;Women;;;No quick step middle;x;;ag_24;
Alpecin Deceuninck;2024;WT;;;x;-;Tour;alpecin_tdf;
AR Monex;2024;;;;x;-;;ar_24;
Arabay;2024;;;;;-;;arabay_24;
Arkea B&B;2024;UCI WorldTeam;;;x;x;;arkea_24;
Astana Qazaqstan;2024;UCI WorldTeam;;;x;x;;astana_24;
ATT Investments;2024;Continental;;;x;x;;att_24;
Avijudo Louletano;2024;;;;x;x;;avijudo_24;
Pierre Baguette;2024;;;;x;-;;baguette_2;
Pierre Baguette;2024;;;;x;-;;baguette_24;
Pierre Baguette;2024;;;;x;-;;baguette_3;
Beltrami TSA;2024;;;;x;-;;beltrami_24;
ABTF Betao - Feirense;2024;;;;Logo centered;x;;betao_24;
Bora Hansgrohe;2024;UCI WorldTeam;;;x;x;;bora_24;
Burgos;2024;UCI ProTeam;;;x;-;;burgos_24;
Caja Rural-Seguros RGA;2024;UCI ProTeam;;;x;x;;caja_24;
Canyon SRAM;2024;Women;;;x;-;;canyon_24;
Ccache par Küp;2024;;;;x;x;;ccache_24;
China Glory;2024;;;;;-;;china_glory_24;
Colombia;2024;;;;;-;;colombia_24;
Coloquick;2024;;;;x;-;;coloquick_24;
Corratec;2024;UCI ProTeam;;;x;x;;corratec_24;
Corratec;2024;UCI ProTeam;;;x;x;;corratec_24_2;
Decathlon Ag2R;2024;UCI WorldTeam;;;x;x;;decathlon_24;
Decathlon Ag2R;2024;UCI WorldTeam;;;x;x;;decathlon_24_2;
Denmark;2024;;;;;-;;denmark_24;
DSM-Firmenich PostNL;2024;UCI WorldTeam;;;x;x;;dsm_24;
Ecoflo Chronos;2024;;;;x;-;;ecoflo_24;
Ecuador;2024;;;;;-;;ecuador_24;
Team flanders;2024;UCI ProTeam;;;x;-;;flanders_24;
General Store;2024;;;;Biemme;-;;general_store_24;
Gi Group Simoldes;2024;;;;;-;;gi_group_24;
Groupama-FDJ;2024;UCI WorldTeam;;;Willier - bottom right;x;;groupama_24;
Hagens Berman;2024;;;;x;x;;hagens_24;
Tour of Hainan;2024;Race;;;x;x;;hainan_24;
Hrinkow Advarics Cycleang;2024;;;;Advarics;x;;hrinkow_24;
Cofidis;2024;UCI WorldTeam;;;Möbel - top right;x;;cofidis_24;
Cofidis;2024;UCI WorldTeam;;;x;x;Giro;cofidis_giro_24;
Cofidis;2024;UCI WorldTeam;;;x;x;Tour;cofidis_tdf_24;
Bahrain-Victorious;2024;UCI WorldTeam;;;x;x;;bahrain_24;
Efapel;2024;UCI Europa Tour Continental;;;x;-;;efapel_24;
EF Education-Easypost;2024;UCI WorldTeam;;;x;x;;ef_24;
Hubo Remotive ;2024;;;;x;x;;hubo_24;
Team IBT;2024;;;;x;x;;ibt_24;
Ineos Grenadiers;2024;UCI WorldTeam;;;x;x;;ineos_24;
Ineos Grenadiers;2024;UCI WorldTeam;;;x;x;;ineos_24_2;
Israel Premier Tech;2024;UCI ProTeam;;;x;x;;israel_24;
Jayco Alula;2024;UCI WorldTeam;;;Darker blue;x;;jayco_24;
Jayco Alula;2024;;;;x;x;Tour;jayco_tdf_24;
Konya BBSK;2024;;;;x;-;;konya_24;
LA Aluminios - Credibom;2024;;;;x;x;;la_24;
Liv Jayco Alula;2024;;;;x;-;;liv_24;
Liv Jayco Alula;2024;;;;;-;Tour;liv_tdf_24;
Ale BTC Ljubjana;2024;UCI Equipo Femenino;;;;-;;ljubjana_24;
Lotto dstny;2024;;;;x;x;Tour;lotto_tdf_24;
Lubelskie Polska;2024;;;;x;-;;lubartow_24;
Maap;2024;;;;x;-;;maap_24;
MG.KVIS;2024;;;;;-;;mgkvis_24;
Movistar;2024;UCI WorldTeam;;;x;x;;movistar_24;
Team Novo Nordisk;2024;UCI ProTeam;;;x;x;;novo_24;
Paris 2024;2024;;;;x;x;;paris_24;
Peloton Tenerife;2024;;;;x;x;;peloton_24;
Poggio;2024;;;;x;x;;poggio_24;
Polska;2024;Nation;;;x;x;;polska_24;
Polti Kometa;2024;UCI ProTeam;;;x;x;;polti_24;
Q36.5 Pro Cycling Team;2024;UCI ProTeam;;;x;x;;q36_24;
Redbull Bora Hansgrohe;2024;UCI WorldTeam;;;x;x;;redbull_24;
Roland;2024;;;;x;-;;roland_24;
Roubaix Lille Métropole;2024;;;;;-;;roubaix_24;
Sabgal - Anicolor;2024;;;;x;x;;sabgal_24;
Slovakia;2024;;;;;-;;slovakia_24;
Slovakia;2024;;;;;-;;slovakia_24_2;
Soudal Quick-Step;2024;UCI WorldTeam;;;x;x;;soudal_24;
Sportoto Cycling;2024;;;;x;-;;sportoto_24;
Sportoto Cycling;2024;;;;x;x;;sportoto_24_2;
FDJ-Suez;2024;UCI Women's WorldTeam;;;;-;;suez_24;
Sweden;2024;Nation;;;x;-;;sweden_24;
Tour of Taihu Lake;2024;;;;x;x;;taihu_24;
Tarteletto-Isorex;2024;;;;x;-;;tarteletto_24;
Tavfer Mortagua;2024;;;;;on the way;;tavfer_24;
Terengganu Polygon;2024;;;;x;x;;terengganu_24;
TotalEnergies;2024;UCI ProTeam;;;Enve bottom left;x;;total_24;
Tudor Pro Cycling Team;2024;UCI ProTeam;;;Synthetic;x;;tudor_24;
Tufo Pardus;2024;;;;x;x;;tufo_24;
UAE Team Emirates;2024;UCI WorldTeam;;;x;x;;uae_24;
UAE Team ADQ;2024;UCI Women's WorldTeam;;;ADQ ;x;;uae_adq_24;
Team Ukyo;2023;UCI Asia Tour Continental;;;X;-;;ukyo_24;
Team Ukyo;2024;;;;;-;;https://lakarra.net/bolsas-de-avituallamiento/musette-2023-santic-ukyo-2;
Urbano Vulsteke;2024;;;;;-;;urbano_24;
VF Bardiani;2024;UCI ProTeam;;;x;x;;vf_24;
Victoria Sport;2024;;;;;-;;victoria_24;
Team Visma-Lease a bike;2024;UCI WorldTeam;;;x;x;;visma_24;
Team Visma-Lease a bike;2024;UCI WorldTeam;;;x;x;Tour;visma_tdf_24;
Team Visma-Lease a bike Women;2024;;;;x;x;Tour;visma_tdf_women_24;
Philippe Wagner;2024;;;;x;x;;wagner_24;
Intermarché-Wanty;2024;UCI WorldTeam;;;x;x;;wanty_24;
Wibatech Santic;2024;;;;;-;;wibatech_24;
Equipo Kern Pharma;2024;UCI ProTeam;;;Green strap;x;;;
ASLK-Eddy Merckx;--;Elite 2;;;Eddy Merckx bottom;-;;http://www.zonadeavituallamiento.es/images/ASLK-CGER(1).jpg;
ASLK-Eddy Merckx;--;Elite 2;;;x;-;;http://www.zonadeavituallamiento.es/images/ASLK-CGER(2).jpg;
ASLK-Eddy Merckx;--;Elite 2;;;Eddy Merckx top;-;;http://www.zonadeavituallamiento.es/images/ASLK-CGER(3).jpg;
Banesto;--;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Banesto.jpg;
Benotto;--;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Benotto-Eliconf.jpg;
Buckler-Colnago-Decca;--;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Buckler.jpg;
Champ;--;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Champ.jpg;
Buckler-Colnago-Decca;--;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Colnago.jpg;
H.S.C. de Bataaf;--;--;;;x;-;;http://www.zonadeavituallamiento.es/images/HSC-Bataaf(a).jpg;http://www.zonadeavituallamiento.es/images/HSC-Bataaf(b).jpg
Maia;--;Profesional;;;Black print;-;;http://www.zonadeavituallamiento.es/images/Maia.jpg;
Mercatone Uno;--;TT I;;;x;-;;http://www.zonadeavituallamiento.es/images/MercatoneUno.jpg;
W.S.C. Merelbeke;--;--;;;;-;;http://www.zonadeavituallamiento.es/images/Merelbeke.jpg;
Ti-Raleigh;--;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Ti-Raleigh.jpg;
Vlaanderen 2002 - Eddy Merckx;--;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Vlaanderen2002(2).jpg;
Beveren 2000;--;Elite-Sub23;;;x;-;;http://www.zonadeavituallamiento.es/images/Westautos.jpg;
Great Britain;2012;;;;x;x;;gbr;
Joker;?;;;;x;x;;joker;
Joker;?;;;;x;x;;joker2;
Joker;?;;;;x;x;;joker3;
Optum P/B Kelly Benefit Strategies;?;;;;x;x;;kelly2;
Racer Sportif - Mattamy Homes;?;;;;x;-;;racer_sportif;
Peugeot-BP-Englebert;1963-1964;Profesional;;;Peugeot BP;-;;http://www.zonadeavituallamiento.es/images/Peugeot-BP(a).jpg;http://www.zonadeavituallamiento.es/images/Peugeot-BP(b).jpg
U.C. Flandres-Artois-Coop;1971, 1972;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Coop1.jpg;
Jollj;1975-1976;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Jollj7576(a).jpg;http://www.zonadeavituallamiento.es/images/Jollj7576(b).jpg
De Clerck;1975-1977;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/De-Clerck75.jpg;
Gitane-Campagnolo;1976-1977;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Gitane-Campagnolo76.jpg;
Lejeune-BP;1976-1977;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Lejeune-BP7677.jpg;
Marc-Zeepcentrale-Superia;1978-1979;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Marc-Superia.jpg;
Teka;1980, 1981;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/Teka8x.jpg;
Magniflex-Olmo;1980-1981;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Magniflex-Olmo.jpg;
Cilo-Aufina;1980-1983;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Cilo-Aufina.jpg;
Miko-Mercier;1981, 1982;Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Miko-Mercier.jpg;
Sem-France-Loire-Campagnolo;1981, 1982;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Sem81.jpg;
Coop-Mercier-Mavic;1982, 1983;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Coop2.jpg;
Renault-Elf;1982, 1983, 1984;Profesional;;;Scratch;-;;http://www.zonadeavituallamiento.es/images/Renault.jpg;
Wolber-Spidel;1982-1983;Profesional;;;;-;;http://www.zonadeavituallamiento.es/images/Wolber-Spidel82.jpg;
Teka;1984, 1985, 1986;Profesional;;;Mavic top;-;;http://www.zonadeavituallamiento.es/images/Teka(2).jpg;
Zor-Gemeaz Cusin;1984-1985;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Zor-Gemeaz8485.jpg;
Sammontana-Bianchi;1985, 1986;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Sammontana-Bianchi.jpg;
Kelme;1985, 1986, 1987;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/Kelme.jpg;
Fagor;1985, 1986, 1987;Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Fagor.jpg;
Panasonic-Merckx-Agu;1986, 1987;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/Panasonic86.jpg;
R.M.O.-Meral-Mavic;1986, 1987;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/RMO86.jpg;
Carrera-Vagabond;1987, 1988;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/Carrera90.jpg;
Lotto-Eddy Merckx-Toyota-Agu;1987, 1988;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/Lotto93.jpg;
Z-Peugeot;1987, 1988;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Z.jpg;
Caja Rural-Orbea (Seat-Orbea-Danena hasta abril);1987, 1988, 1989;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Caja-Rural88(a).jpg;http://www.zonadeavituallamiento.es/images/Caja-Rural88(b).jpg
Fagor-MBK;1988, 1989;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/Fagor89.jpg;
Panasonic-Isostar-Colnago-Agu;1988, 1989;Profesional;;;No isostar top right;-;;http://www.avesdeburgos.com/ciclismo/images/Panasonic90.jpg;
Toshiba-Look-Nievre;1988, 1989;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Toshiba-Look88.jpg;
Helios-CR;1988-1989;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/Helios-CR.jpg;
Helios-CR;1988-1989;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Helios-CR8889.jpg;
PDM-Ultima-Concorde;1989, 1990;Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/PDM.jpg;
Reverberi Team;1989, 1990;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Reverberi.jpg;
Carrera-Vagabond;1989, 1990, 1991;Profesional;;;Bigger Jeans;-;;http://www.zonadeavituallamiento.es/images/Carrera.jpg;
Helvetia-La Suisse;1990, 1991;Profesional;;;Small red square top right;-;;http://www.zonadeavituallamiento.es/images/Helvetia90.jpg;
Histor-Sigma;1990, 1991;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Histor.jpg;
R.M.O.-Mavic-Liberia;1990, 1991;Profesional;;;3 lines in the middle;-;;http://www.zonadeavituallamiento.es/images/RMO90.jpg;
Festina-Lotus;1991, 1992;Profesional;;;x;x;;http://www.avesdeburgos.com/ciclismo/images/Festina.jpg;
Amore & Vita-Fanini;1991, 1992;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Amore&Vita91.jpg;
Festina-Lotus;1991, 1992;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Lotus9192.jpg;
Mercatone Uno-Zucchini-Juvenes SMR;1992, 1993;Profesional;;;x;x;;http://www.avesdeburgos.com/ciclismo/images/MercatoneUno(a).jpg;http://www.avesdeburgos.com/ciclismo/images/MercatoneUno(b).jpg
Motorola;1992, 1993;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/Motorola92.jpg;
Amaya Seguros;1992, 1993;Profesional;;;Black A;-;;http://www.zonadeavituallamiento.es/images/Amaya(2).jpg;
Castorama;1992, 1993;Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Castorama(2).jpg;
La William-Duvel;1992, 1993;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/LaWilliam-Duvel.jpg;
Sicasal-Acral;1992, 1993;Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Sicasal-Acral92.jpg;
Banesto-Pinarello;1993, 1994;Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Banesto93.jpg;
Gan;1993, 1994, 1995;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/Gan.jpg;
Amore & Vita-Galatron;1993, 1994, 1995;Profesional;;;No nalini bottom right;x;;http://www.zonadeavituallamiento.es/images/Amore&Vita93.jpg;
Castorama;1994, 1995;Profesional;;;x;x;;http://www.avesdeburgos.com/ciclismo/images/Castorama.jpg;
MG Boys Maglificio-Technogym;1995, 1996;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/MG.jpg;
Motorola;1995, 1996;Profesional;;;x;-;;http://www.avesdeburgos.com/ciclismo/images/Motorola95(a).jpg;http://www.avesdeburgos.com/ciclismo/images/Motorola95(b).jpg
Euskadi-Orbea;1995, 1996;;;;x;x;;http://www.zonadeavituallamiento.es/images/Euskadi9596.jpg;
ONCE;1995, 1996;Profesional;;;Mavic bottom middle;-;;http://www.zonadeavituallamiento.es/images/ONCE95.jpg;
Lotto-Isoglass;1996, 1997;TT I;;;x;x;;http://www.zonadeavituallamiento.es/images/Lotto-Isoglass96.jpg;
Santa Clara-CSKA Samara-Cadena;1996, 1997;TT II;;;x;-;;http://www.zonadeavituallamiento.es/images/Santa-Clara.jpg;
Gan;1996, 1997, 1998;TT I;;;x;x;;http://www.zonadeavituallamiento.es/images/Gan2.jpg;
Cofidis, le Crédit par Téléphone;1997, 1998;TT I;;;x;x;;http://www.avesdeburgos.com/ciclismo/images/Cofidis97.jpg;
