Team;Year;Category;Picture Front;Picture Back (if different);Difference to previous;Kevin;Special Edition ?;URL Front;URL Back
Team Marseille 13 KTM;2015;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Marseille15(a).jpg;http://www.zonadeavituallamiento.es/images/Marseille15(b).jpg
MG.KVIS-Vega;2015;UCI Europa Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/MG-KVIS15.jpg;
MTN- Qhubeka;2015;UCI Africa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/MTN15.jpg;
Nippo-Vini Fantini;2015;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Nippo15(1).jpg;
Nippo-Vini Fantini;2015;UCI Europa Tour Continental Profesional;;;Ale top right;x;;http://www.zonadeavituallamiento.es/images/Nippo15(2).jpg;
Optum P/B Kelly Benefit Strategies;2015;UCI America Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/Optum15.jpg;
Radio Popular-Boavista;2015;UCI Europa Tour Continental;;;Red Radio Popular top left;x;;http://www.zonadeavituallamiento.es/images/Radio-Popular15.jpg;
Roth - Skoda;2015;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Roth-Skoda15.jpg;
RusVelo;2015;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Rusvelo15.jpg;
Team Sky;2015;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Sky15.jpg;
Southeast;2015;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Southeast15.jpg;
Tinkoff-Saxo;2015;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Tinkoff-Saxo15.jpg;
Team TreFor-Blue Water;2015;UCI Europa Tour Continental;;;;-;;http://www.zonadeavituallamiento.es/images/Tre-For15(a).jpg;http://www.zonadeavituallamiento.es/images/Tre-For15(b).jpg
Trek Factory Racing;2015;UCI WorldTour;;;x;Same as 2014?;;https://lakarra.net/wp-content/uploads/2019/12/musette-2015-trek.jpg;
UnitedHealthcare Pro Cycling;2015;UCI America Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/UHC15.jpg;
Veranclassic-Ekoi;2015;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Veranclassic15.jpg;
Team Vorarlberg;2015;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Vorarlberg15.jpg;
W52-Quinta da Lixa;2015;UCI Europa Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/W52-Quinta15(2).jpg;
W52-Quinta da Lixa;2015;UCI Europa Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/W52-Quinta15.jpg;
Biover;2015;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2015-biover.jpg;
Drapac Professional Cycling;2015;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2015-drapac.jpg;
Espana;2015;Nation;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2015-espan%CC%83a-largo.jpg;
Extend;2015;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2015-extend.jpg;
Roth Gruppe;2015;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2015-roth-gruppe.jpg;https://lakarra.net/wp-content/uploads/2019/12/musette-2015-roth-gruppe-gs-trasera.jpg
Wallonie-Bruxelles;2015;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2015-wallonie-bruxelles-qualite.jpg;
WATAUTOS HACO;2015;;;;;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2015-watautos-haco.jpg;
Team Joker;2015;UCI Europa Tour Continental;;;x;x;;joker_15;
Sweden;2015;Nation;;;x;-;;sweden_15;
Team Wiggins;2015;;;;x;-;;wiggins_15;
Felbermayr;2016, 2017, 2018;;;;x;x;;felbermayr_16;
Fly;2016;;;;x;-;;fly_16;
Ag2r La Mondiale;2016;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Ag2r16.jpg;
Aldro;2016;Elite-Sub23;;;x;-;;http://www.zonadeavituallamiento.es/images/Aldro16.jpg;
Amore & Vita-Selle SMP;2016;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Amore&Vita16.jpg;
Androni Giocattoli-Sidermec;2016;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Androni16.jpg;
Astana Pro Team;2016;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Astana(1)16(a).jpg;
Astana Pro Team;2016;UCI WorldTour;;;expo 2017 logo higher;-;;http://www.zonadeavituallamiento.es/images/Astana(2)16(a).jpg;http://www.zonadeavituallamiento.es/images/Astana(2)16(b).jpg
Boyacá Raza de Campeones;2016;UCI  America Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Boyaca16.jpg;
Burgos BH;2016;UCI Europa Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/Burgos16(3).jpg;
Cannondale-Drapac Pro Cycling Team;2016;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Cannondale16.jpg;
Cannondale-Drapac Pro Cycling Team;2016;UCI WorldTour;;;Drapac - middle;-;;http://www.zonadeavituallamiento.es/images/Cannondale-Drapac16.jpg;
Delko Marseille Provence KTM;2016;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Delko16(a).jpg;http://www.zonadeavituallamiento.es/images/Delko16(b).jpg
Dimension Data for Qhubeka;2016;UCI World Tour;;;x;x;;http://www.zonadeavituallamiento.es/images/Dimension-Data16.jpg;
Direct Energie;2016;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Direct-Energie16.jpg;
Drapac Professional Cycling;2016;UCI Oceania Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Drapac16.jpg;
Efapel;2016;UCI Europa Tour Continental;;;Xisto middle;-;;efapel_16;
Efapel;2016;UCI Europa Tour Continental;;;Scott bottom right;-;;http://www.zonadeavituallamiento.es/images/Efapel16.jpg;
EPM Tigo-UNE Area Metropolitana;2016;UCI América Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/EPM-Tigo-UNE16.jpg;
Etixx-Quick Step;2016;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Etixx16(1).jpg;
Etixx-Quick Step;2016;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Etixx16(2).jpg;
W52/FC Porto;2016;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/FC-Porto16.jpg;
Fortuneo-Vital Concept;2016;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Fortuneo16.jpg;
Gazprom-Rusvelo;2016;UCI Europa Tour Continental Profesional;;;Rusvelo bottom left;x;;http://www.zonadeavituallamiento.es/images/Gazprom16.jpg;
Team Giant-Scatto U23;2016;UCI Europa Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/Giant-Scatto16.jpg;
IAM Cycling;2016;UCI WorldTour;;;Only one sponsor at bottom;x;;http://www.zonadeavituallamiento.es/images/IAM16(a).jpg;http://www.zonadeavituallamiento.es/images/IAM16(b).jpg
Team Katusha;2016;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Katusha16.jpg;
Klein Constantia;2016;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Klein16.jpg;
Team Kuota-Lotto;2016;UCI Europa Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/Kuota-Lotto16.jpg;
Lampre-Merida;2016;UCI WorldTour;;;Bigger pink and green line;x;;http://www.zonadeavituallamiento.es/images/Lampre16.jpg;
Marlux-Napoleon Games Cycling Team;2016;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Marlux16(a).jpg;http://www.zonadeavituallamiento.es/images/Marlux16(b).jpg
Movistar Team;2016;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Movistar16.jpg;
ONE Pro Cycling;2016;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/ONE16(a).jpg;http://www.zonadeavituallamiento.es/images/ONE16(b).jpg
Polartec Fundación Contador;2016;Elite-Sub23;;;x;x;;http://www.zonadeavituallamiento.es/images/Polartec16.jpg;
Manzana Postobón;2016;UCI América Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/Postobon16(1).jpg;
ONE Pro Cycling;2016;UCI Europa Tour Continental Profesional;;;x;-;;http://www.zonadeavituallamiento.es/images/Rapha16.jpg;
Riwal Platform Cycling Team;2016;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Riwal16(a).jpg;http://www.zonadeavituallamiento.es/images/Riwal16(b).jpg
Wilier Triestina-Southeast;2016;UCI Europa Tour Continental Profesional;;;Dermovitamina bottom left;x;;http://www.zonadeavituallamiento.es/images/Southeast16(a).jpg;http://www.zonadeavituallamiento.es/images/Southeast16(b).jpg
Stölting Service Group;2016;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Stolting16.jpg;
Tinkoff;2016;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Tinkoff16.jpg;
Trek-Segafredo;2016;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Trek-Segafredo16.jpg;
Veranclassic-Ago;2016;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Veranclassic-Ago16.jpg;
Nippo-Vini Fantini;2016;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/ViniFantini16(1).jpg;
Nippo-Vini Fantini;2016;UCI Europa Tour Continental Profesional;;;Nippo on white;x;;http://www.zonadeavituallamiento.es/images/ViniFantini16(2).jpg;
Ale Cipollini;2016;UCI Equipo Femenino;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-ale-cipollini-galassia-dmt.jpg;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-ale-cipollini-galassia-parmigiano-reggiano.jpg
Anicolor Mortagua;2016;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-anicolor.jpg;
Bretagne;2016;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-bretagne.jpg;
CENTRE MUNDIAL CYCLISME;2016;;;;SMS bottom right;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-centre-mundial-cyclisme-cmc.jpg;
Dubai;2016;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-dubai.jpg;
Ericsson Villiger;2016;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-ericsson-villiger.jpg;
Espana;2016;Nation;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-espan%CC%83a-inverse.jpg;
Funvic Shimano Soul;2016;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-funvic-shimano-soul.jpg;
Valencia Terra I mar;2016;Elite-Sub23;Same as previous year;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-gsport-valencia-terra-i-mar.jpg;
HP-BTP Auber 93;2016;UCI Europa Tour Continental;;;HP BTP;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-hp-stp-auber93.jpg;
ISD COLNAGO;2016;;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-isd-colnago.jpg;
Tour of Qinghai Lake;2016;Race;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-qinghai-lake.jpg;
Raleigh Kitbrix;2016;;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-raleigh-kitbrix.jpg;
Word bicycle relief;2016;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-rally-world-bicycle-relief.jpg;
WIGGINGS SKY;2016;;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-rapha-wiggings-sky.jpg;
Olympic Games Rio;2016;Race;;;;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-rio-olympic-games.jpg;
Great Britain;2016;Nation;;;Sky;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-sky-great-britain-cycling.jpg;
Wilier Triestina-Southeast;2016;UCI Europa Tour Continental Profesional;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-southeast-wilier-sin-logo.jpg;
Sweden;2016;Nation;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-sweden-suecia.jpg;
Tour of Taihu Lake;2016;Race;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-tour-of-taihu-lake-china.jpg;
USA;2016;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-usa.jpg;
WORLD OF BIKE GRECIA;2016;;;;;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2016-world-of-bike-grecia.jpg;
BMS BIRN;2016;;;;x;-;;https://lakarra.net/wp-content/uploads/2022/01/musette-2016-bms-birn.jpeg;https://lakarra.net/wp-content/uploads/2022/01/musette-2016-bms-birn-trasera-id.jpeg
Veranda's Willems-Crelan;2016;;;;x;-;;https://lakarra.net/wp-content/uploads/2022/01/musette-2016-willems-crelan.jpeg;
UC Monaco;2016;;;;;-;;monaco_16;
NFTO;2016;UCI Europa Tour Continental;;;x;x;;nfto_16;
Team Sky;2016;UCI WorldTour;;;x;x;;sky_16;
Start - Vaxes Cycling Team;2016;;;;x;x;;start_16;
Verva Activejet;2016;;;;Black and white;-;;verva_16;
BMC-Amplatz;2017;;;;x;-;;amplatz_17;
Argentina;2017;Nation;;;x;-;;argentina_17;
Bahrain-Merida;2017;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Bahrain-Merida17.jpg;
Bergen 2017;2017;Race;;;x;-;;bergen_17;
Cartucho.es;2017;;;;x;-;;cartucho_17;
Team Coop;2017;UCI Europa Tour Continental;;;New blue?;-;;coop_17;
Copenhague;2017;;;;;-;;copenhague_17;
Cofidis, solutions crédits;2017;UCI Europa Tour Continental Profesional;;;No overstim - bottom;x;;http://www.zonadeavituallamiento.es/images/Cofidis17.jpg;
Ag2r La Mondiale;2017;UCI WorldTour;;;Factor and GSG - bottom;x;;http://www.zonadeavituallamiento.es/images/Ag2r17.jpg;
Astana Pro Team;2017;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Astana17.jpg;
BMC Racing Team;2017;UCI WorldTour;;;x;-;;http://www.zonadeavituallamiento.es/images/BMC17.jpg;
Bora-Hansgrohe;2017;UCI  WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Bora(1)17(a).jpg;
Bora-Hansgrohe;2017;UCI  WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Bora(2)17(a).jpg;
Burgos BH;2017;UCI Europa Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/Burgos17(3).jpg;
Caja Rural-Seguros RGA;2017;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Caja-Rural17.jpg;
Cannondale-Drapac Professional Cycling Team;2017;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Cannondale-Drapac17.jpg;
CCC Sprandi Polkowice;2017;UCI Europa Tour Continental Profesional;;;Sprandi, Polkowice and Biemme;x;;http://www.zonadeavituallamiento.es/images/CCC17.jpg;
Veranda's Willems-Crelan;2017;UCI Europa Tour Continental;;;Doltcini on top;x;;http://www.zonadeavituallamiento.es/images/Crelan-Willems17(b).jpg;http://www.zonadeavituallamiento.es/images/Crelan-Willems17(a).jpg
Israel Cycling Academy;2017;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Cycling-Academy17.jpg;
Delko Marseille Provence KTM;2017;UCI Europa Tour Continental Profesional;;;M2017 bottom middle;x;;http://www.zonadeavituallamiento.es/images/Delko17(a).jpg;http://www.zonadeavituallamiento.es/images/Delko17(b).jpg
Team Dimension Data;2017;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Dimension-Data17(a).jpg;http://www.zonadeavituallamiento.es/images/Dimension-Data17(b).jpg
Direct Energie;2017;UCI Europa Tour Continental Profesional;;;Harmonie and Ultimum side by side;x;;http://www.zonadeavituallamiento.es/images/Direct-Energie17.jpg;
Efapel;2017;UCI Europa Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/Efapel17.jpg;
Kuwait-Cartucho.es;2017;UCI Asia Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/Fanta17.jpg;
W52/FC Porto;2017;UCI Europa Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/FC-Porto17.jpg;
FDJ;2017;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/FDJ17(1).jpg;
FDJ;2017;UCI WorldTour;;;Punch Power - bottom;x;;http://www.zonadeavituallamiento.es/images/FDJ17(2).jpg;
Fortuneo-Oscaro;2017;UCI Europa Tour Continental Profesional;;;Oscaro;x;;http://www.zonadeavituallamiento.es/images/Fortuneo-Oscaro17.jpg;
Fortuneo-Vital Concept;2017;UCI Europa Tour Continental Profesional;;;Vital Concept;x;;http://www.zonadeavituallamiento.es/images/Fortuneo-Vital17.jpg;
Team Katusha Alpecin;2017;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Katusha17.jpg;
L.A. Alumínios-Metalusa Blackjack;2017;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/LA-Metalusa17.jpg;
Team Lotto NL-Jumbo;2017;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Lotto-Jumbo17.jpg;
Louletano-Hospital de Loulé;2017;UCI Europa Tour Continental;;;Hospital de Loulé top;x;;http://www.zonadeavituallamiento.es/images/Louletano1617.jpg;
Medellín-Inder;2017;UCI América Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/Medellin17(2).jpg;
Movistar Team;2017;UCI WorldTour;;;Centered movistar;-;;http://www.zonadeavituallamiento.es/images/Movistar17.jpg;
Orica-Scott;2017;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Orica-Scott17.jpg;
Manzana Postobón Team;2017;UCI América Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Postobon(2)17(a).jpg;http://www.zonadeavituallamiento.es/images/Postobon(2)17(b).jpg
Quick-Step Floors;2017;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Quick-Step17.jpg;
Team Sky;2017;UCI WorldTour;;;Scorpion - bottom right;x;;http://www.zonadeavituallamiento.es/images/Sky17.jpg;
Team Sunweb;2017;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Sunweb17.jpg;
Team Tre Berg-Postnord;2017;UCI Europa Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/Tre-Berg17(a).jpg;http://www.zonadeavituallamiento.es/images/Tre-Berg17(b).jpg
Trek-Segafredo;2017;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Trek-Segafredo17.jpg;
UAE Team Emirates;2017;UCI WorldTour;;;Fly Emirates;x;;http://www.zonadeavituallamiento.es/images/UAE17(1).jpg;
UAE Team Emirates;2017;UCI WorldTour;;;x;-;;http://www.zonadeavituallamiento.es/images/UAE17(3).jpg;
Uno-X Hydrogen Development Team;2017;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Uno-X17.jpg;
Nippo-Vini Fantini;2017;UCI Europa Tour Continental Profesional;;;Mstina on orange top left;x;;http://www.zonadeavituallamiento.es/images/ViniFantini17.jpg;
Team Wiggins;2017;UCI Europa Tour Continental;;;No Rapha;-;;http://www.zonadeavituallamiento.es/images/Wiggins17(a).jpg;http://www.zonadeavituallamiento.es/images/Wiggins17(b).jpg
Wilier Triestina-Selle Italia;2017;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Wilier-SelleItalia17.jpg;
0711 CYCLING;2017;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-0711-cycling-saby.jpg;
Ale Cipollini;2017;UCI Equipo Femenino;;;Parmigiano Reggiano middle;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-ale-cipollini.jpg;
Amore & Vita;2017;;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-amore-vita.jpg;
HP-BTP Auber 93;2017;UCI Europa Tour Continental;;;dmtex;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-auber-93-dmtex.jpg;
Baby Dump Qute;2017;;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-baby-dump-qute.jpg;
Cervélo Bigla;2017;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-cervelo-bigla.jpg;
Elkov-Author;2017;UCI Europa Tour Continental;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-elkov-elektro-author.jpg;
Espana;2017;Nation;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-espan%CC%83a-cofidis.jpg;
FDJ-Futuroscope-Nouvelle Aquitaine;2017;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-fdj-futuroscope-nouvelle-aquitaine.jpg;
Team Giant-Scatto U23;2017;UCI Europa Tour Continental;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-giant-scatto-castelli-u23-white.jpg;
Grafton Inverell;2017;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-grafton-inverell.jpg;
Hicari GM Europa Ovni;2017;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-hicari-gm-ovani-europa.jpg;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-hicari-gm-ovani-europa-trasera.jpg
Hoppla Petroli Firenze;2017;Club;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-hoppla-petroli-firenze.jpg;
Interpro Stradalli Cycling;2017;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-interpro.jpg;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-interpro-trasera.jpg
Italia;2017;Nation;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-italia.jpg;
Team Katusha Alpecin;2017;UCI WorldTour;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-katusha-tour.jpg;
Kolss Cycling Team;2017;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-kolss-colnago-miche.jpg;
Lares Doltcini;2017;;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-lares-doltcini-marlux.jpg;
Polartec Fundación Contador;2017;Elite-Sub23;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-polartec-contador.jpg;
Polska;2017;Nation;;;Orlen middle;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-polska-ccc-orlen.jpg;
Tour of Qinghai Lake;2017;Race;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-qinghai-lake.jpg;
Riwal Platform Cycling Team;2017;;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-riwal-togt.jpg;
Tour of Taihu Lake;2017;Race;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-taihu-lake.jpg;
Trimtex;2017;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-trimtex-sparebanken.jpg;
TRW WALLONIE FIDEA;2017;;;;x;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-trw-wallonie-fidea-ago.jpg;
USA;2017;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-usa.jpg;
Valencia esport;2017;;;;x;-;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-valencia-gs-esport.jpg;
Vlasman CT;2017;;;;Yellow strap;x;;https://lakarra.net/wp-content/uploads/2019/12/musette-2017-vlasman.jpg;
Team Wiggins;2017;UCI Europa Tour Continental;;;x;-;;https://lakarra.net/wp-content/uploads/2020/12/musette-2017-wiggins-rapha.jpeg;https://lakarra.net/wp-content/uploads/2020/12/musette-2017-wiggins-rapha-trasera.jpeg
Team Lotto-Kern Haus;2017;;;;x;x;;kernhaus_17;
Norway;2017;;;;x;-;;norway_17;
Rally Cycling;2017;;;;;x;;rally_17;
Saoul Brasil;2017;;;;;-;;saoul_17;
Sauerland;2017;;;;;-;;sauerland_17;
Verva Activejet;2017;;;;x;x;;verva_17;
Astana City;2018;;;;x;x;;astana_18;
Austria;2018;Nation;;;x;-;;austria_18;
Bahrain-Merida;2018;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Bahrain-Merida18.jpg;
Blagnac;2018;;;;x;-;;blagnac_18;
CCC Sprandi Polkowice;2018;UCI Europa Tour Continental Profesional;;;Biemme ;x;;ccc_18;
Gold coast;2018;;;;x;x;;commonwealth_18;
Team EF Education First-Drapac p/b Cannondale;2018;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/EF-Drapac18.jpg;
Flanders;2018;;;;x;-;;flanders_18;
Germany;2018;Nation;;;Label bottom left;x;;germany_18;
Hoppla Petroli Firenze;2018;Club;;;x;x;;hoppla_18;
Ag2r La Mondiale;2018;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Ag2r18.jpg;
Aquablue Sport;2018;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Aquablue18.jpg;
Astana Pro Team;2018;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Astana18.jpg;
Hagens Berman Axeon;2018;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Axeon18.jpg;
Beat Cycling Club;2018, 2019;UCI Europa Tour Continental;;;x;x;;http://www.zonadeavituallamiento.es/images/Beat18.jpg;
BMC Racing Team;2018;UCI WorldTour;;;50/50 black and red;x;;http://www.zonadeavituallamiento.es/images/BMC1718.jpg;
Bora-Hansgrohe;2018;UCI  WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Bora18(a).jpg;http://www.zonadeavituallamiento.es/images/Bora18(b).jpg
Burgos-BH;2018;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Burgos18(1).jpg;
Caja Rural-Seguros RGA;2018;UCI Europa Tour Continental Profesional;;;No Fuji;x;;http://www.zonadeavituallamiento.es/images/Caja-Rural18.jpg;
Israel Cycling Academy;2018;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Cycling-Academy18.jpg;
D'Amico Utensilnord;2018;UCI Europa Tour Continental;;;x;-;;http://www.zonadeavituallamiento.es/images/Damico18.jpg;
Delko Marseille Provence KTM;2018;UCI Europa Tour Continental Profesional;;;x;x;;http://www.zonadeavituallamiento.es/images/Delko18(a).jpg;http://www.zonadeavituallamiento.es/images/Delko18(b).jpg
Team Dimension Data;2018;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Dimension-Data(1)18(a).jpg;http://www.zonadeavituallamiento.es/images/Dimension-Data(1)18(b).jpg
Team Dimension Data;2018;UCI WorldTour;;;x;x;;http://www.zonadeavituallamiento.es/images/Dimension-Data(2)18(a).jpg;http://www.zonadeavituallamiento.es/images/Dimension-Data(2)18(b).jpg
Team Dimension Data;2018;UCI WorldTour;;;Same front and back?;-;;http://www.zonadeavituallamiento.es/images/Dimension-Data17(a).jpg;
